StudentID,AcademicCollege,AcademicDepartment,AcademicMajor,EnrollmentTerm,TermSeason,TermYear,CohortYear,FirstTimeStatus,CreditsAttempted,FullTimeStatus,GPA,RetainedNextFall
S01040,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2025,Continuing,5,Part-Time,2.88,
S01040,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2025,Continuing,12,Full-Time,2.73,Not Retained
S01040,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2025,Continuing,17,Full-Time,2.89,
S01040,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2025,Continuing,8,Full-Time,2.68,
S01041,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,3.94,Not Retained
S01041,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,3.03,
S01041,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2024,Continuing,3,Part-Time,3.08,
S01041,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,3.76,Retained
S01041,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,3.43,
S01041,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2024,Continuing,7,Full-Time,3.62,
S01042,Business,Marketing,Marketing Major,Fall 2023,Fall,2023,2023,First-Time,9,Part-Time,2.51,Retained
S01042,Business,Marketing,Marketing Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,2.81,
S01042,Business,Marketing,Marketing Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,2.79,
S01042,Business,Marketing,Marketing Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,3.1,Retained
S01042,Business,Marketing,Marketing Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,2.87,
S01042,Business,Marketing,Marketing Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.61,
S01043,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.87,Not Retained
S01043,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2024,Continuing,12,Full-Time,3.06,
S01043,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2024,Continuing,11,Full-Time,2.21,
S01043,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2024,First-Time,9,Part-Time,3.71,Retained
S01043,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2024,Continuing,14,Full-Time,2.55,
S01043,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.23,
S01044,Business,Marketing,Marketing Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,1.51,Not Retained
S01044,Business,Marketing,Marketing Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.63,
S01044,Business,Marketing,Marketing Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,1.89,
S01044,Business,Marketing,Marketing Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,1.98,Not Retained
S01044,Business,Marketing,Marketing Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,1.94,
S01044,Business,Marketing,Marketing Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,1.91,
S01045,Business,Marketing,Marketing Major,Fall 2023,Fall,2023,2025,Continuing,16,Full-Time,2.74,Retained
S01045,Business,Marketing,Marketing Major,Spring 2024,Spring,2024,2025,Continuing,9,Part-Time,1.88,
S01045,Business,Marketing,Marketing Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,2.86,
S01045,Business,Marketing,Marketing Major,Fall 2024,Fall,2024,2025,Continuing,14,Full-Time,2.69,Retained
S01045,Business,Marketing,Marketing Major,Spring 2025,Spring,2025,2025,Continuing,12,Full-Time,2.19,
S01045,Business,Marketing,Marketing Major,Summer 2025,Summer,2025,2025,Continuing,4,Part-Time,2.44,
S01046,Business,Information Systems,Information Systems Major,Fall 2023,Fall,2023,2025,Continuing,16,Full-Time,3.66,Retained
S01046,Business,Information Systems,Information Systems Major,Spring 2024,Spring,2024,2025,Continuing,11,Part-Time,2.67,
S01046,Business,Information Systems,Information Systems Major,Summer 2024,Summer,2024,2025,Continuing,6,Full-Time,3.14,
S01046,Business,Information Systems,Information Systems Major,Fall 2024,Fall,2024,2025,Continuing,16,Full-Time,3.31,Retained
S01046,Business,Information Systems,Information Systems Major,Spring 2025,Spring,2025,2025,Continuing,12,Full-Time,3.06,
S01046,Business,Information Systems,Information Systems Major,Summer 2025,Summer,2025,2025,Continuing,5,Part-Time,3.16,
S01047,Arts & Sciences,Mathematics,Mathematics Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,3.17,Not Retained
S01047,Arts & Sciences,Mathematics,Mathematics Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,2.35,
S01047,Arts & Sciences,Mathematics,Mathematics Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,2.03,
S01047,Arts & Sciences,Mathematics,Mathematics Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.61,Not Retained
S01047,Arts & Sciences,Mathematics,Mathematics Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,3.2,
S01047,Arts & Sciences,Mathematics,Mathematics Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.51,
S01048,Arts & Sciences,Psychology,Psychology Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,2.84,Retained
S01048,Arts & Sciences,Psychology,Psychology Major,Spring 2024,Spring,2024,2023,Continuing,10,Part-Time,1.15,
S01048,Arts & Sciences,Psychology,Psychology Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,1.65,
S01048,Arts & Sciences,Psychology,Psychology Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.36,Retained
S01048,Arts & Sciences,Psychology,Psychology Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,2.8,
S01048,Arts & Sciences,Psychology,Psychology Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,1.6,
S01049,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,3.33,Not Retained
S01049,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,10,Part-Time,2,
S01049,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,6,Full-Time,1.85,
S01049,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,10,Part-Time,2.52,Retained
S01049,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,2.15,
S01049,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,1.94,
S01050,Business,Information Systems,Information Systems Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,2.75,Retained
S01050,Business,Information Systems,Information Systems Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.6,
S01050,Business,Information Systems,Information Systems Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,2.53,
S01050,Business,Information Systems,Information Systems Major,Fall 2024,Fall,2024,2023,Continuing,17,Full-Time,3.05,Not Retained
S01050,Business,Information Systems,Information Systems Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,2.86,
S01050,Business,Information Systems,Information Systems Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.95,
S01051,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2025,Continuing,13,Full-Time,3.02,Retained
S01051,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2025,Continuing,13,Full-Time,2.86,
S01051,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2025,Continuing,5,Part-Time,3.25,
S01051,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2025,Continuing,16,Full-Time,3.14,Retained
S01051,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2025,Continuing,14,Full-Time,2.77,
S01051,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2025,Continuing,9,Full-Time,3.21,
S01052,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.84,Not Retained
S01052,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,3.33,
S01052,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,3.32,
S01052,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,3.07,Retained
S01052,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,3.73,
S01052,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,3.85,
S01053,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,2.94,Retained
S01053,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,13,Full-Time,3.8,
S01053,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,3.37,
S01053,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.95,Not Retained
S01053,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.86,
S01053,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,3.01,
S01054,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,3.32,Retained
S01054,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,3.23,
S01054,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,3.39,
S01054,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,3.06,Retained
S01054,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,3.89,
S01054,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,2.95,
S01055,Business,Management,Management Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,2.66,Retained
S01055,Business,Management,Management Major,Spring 2024,Spring,2024,2024,Continuing,17,Full-Time,3.33,
S01055,Business,Management,Management Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,3.22,
S01055,Business,Management,Management Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,3.07,Retained
S01055,Business,Management,Management Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.7,
S01055,Business,Management,Management Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,2.74,
S01056,Business,Finance,Finance Major,Fall 2023,Fall,2023,2025,Continuing,15,Full-Time,2.58,Retained
S01056,Business,Finance,Finance Major,Spring 2024,Spring,2024,2025,Continuing,12,Full-Time,1.65,
S01056,Business,Finance,Finance Major,Summer 2024,Summer,2024,2025,Continuing,5,Part-Time,1.95,
S01056,Business,Finance,Finance Major,Fall 2024,Fall,2024,2025,Continuing,16,Full-Time,2.17,Retained
S01056,Business,Finance,Finance Major,Spring 2025,Spring,2025,2025,Continuing,14,Full-Time,2.39,
S01056,Business,Finance,Finance Major,Summer 2025,Summer,2025,2025,Continuing,5,Part-Time,1.91,
S01057,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.21,Not Retained
S01057,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.32,
S01057,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,1.96,
S01057,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,1.89,Retained
S01057,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,1.73,
S01057,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,12,Full-Time,1.67,
S01058,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.44,Retained
S01058,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.29,
S01058,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,1.76,
S01058,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,0.94,Not Retained
S01058,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,2.04,
S01058,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,4,Part-Time,1.94,
S01059,Engineering,Civil Engineering,Civil Engineering Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.88,Retained
S01059,Engineering,Civil Engineering,Civil Engineering Major,Spring 2024,Spring,2024,2024,Continuing,11,Part-Time,3.04,
S01059,Engineering,Civil Engineering,Civil Engineering Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.97,
S01059,Engineering,Civil Engineering,Civil Engineering Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,3.34,Not Retained
S01059,Engineering,Civil Engineering,Civil Engineering Major,Spring 2025,Spring,2025,2024,Continuing,14,Full-Time,3.62,
S01059,Engineering,Civil Engineering,Civil Engineering Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.84,
S01060,Arts & Sciences,Psychology,Psychology Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.86,Retained
S01060,Arts & Sciences,Psychology,Psychology Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.19,
S01060,Arts & Sciences,Psychology,Psychology Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,2.86,
S01060,Arts & Sciences,Psychology,Psychology Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,3.09,Retained
S01060,Arts & Sciences,Psychology,Psychology Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,3.65,
S01060,Arts & Sciences,Psychology,Psychology Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,2.94,
S01061,Business,Finance,Finance Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,3.21,Retained
S01061,Business,Finance,Finance Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,2.68,
S01061,Business,Finance,Finance Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,2.29,
S01061,Business,Finance,Finance Major,Fall 2024,Fall,2024,2023,Continuing,10,Part-Time,1.37,Retained
S01061,Business,Finance,Finance Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,3.18,
S01061,Business,Finance,Finance Major,Summer 2025,Summer,2025,2023,Continuing,4,Part-Time,2.92,
S01062,Health Sciences,Health Administration,Health Administration Major,Fall 2023,Fall,2023,2025,Continuing,11,Part-Time,3.36,Retained
S01062,Health Sciences,Health Administration,Health Administration Major,Spring 2024,Spring,2024,2025,Continuing,10,Part-Time,2.25,
S01062,Health Sciences,Health Administration,Health Administration Major,Summer 2024,Summer,2024,2025,Continuing,5,Part-Time,2.8,
S01062,Health Sciences,Health Administration,Health Administration Major,Fall 2024,Fall,2024,2025,Continuing,13,Full-Time,3.22,Retained
S01062,Health Sciences,Health Administration,Health Administration Major,Spring 2025,Spring,2025,2025,Continuing,12,Full-Time,3.36,
S01062,Health Sciences,Health Administration,Health Administration Major,Summer 2025,Summer,2025,2025,Continuing,6,Full-Time,2.79,
S01063,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,2.28,Retained
S01063,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,1.95,
S01063,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,2.14,
S01063,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.21,Not Retained
S01063,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,1.88,
S01063,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2024,Continuing,7,Full-Time,2.15,
S01064,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,2.94,Retained
S01064,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,2.39,
S01064,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,2.44,
S01064,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.36,Not Retained
S01064,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,1.97,
S01064,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,2.66,
S01065,Business,Management,Management Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,2.43,Not Retained
S01065,Business,Management,Management Major,Spring 2024,Spring,2024,2023,Continuing,9,Part-Time,3.5,
S01065,Business,Management,Management Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,2.19,
S01065,Business,Management,Management Major,Fall 2024,Fall,2024,2023,Continuing,17,Full-Time,2.22,Retained
S01065,Business,Management,Management Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,2.13,
S01065,Business,Management,Management Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.37,
S01066,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,1.68,Retained
S01066,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.07,
